Ticker,Company,Date,Time,Quarter Ending,Market Cap
TRTX,"TPG RE Finance Trust, Inc.",17-Feb-26,After Hours,Dec-25,716870000
QAL,Qualitas Limited,16-Feb-26,,Dec-25,708750000
KOSSAN,Kossan Rubber Industries Bhd,16-Feb-26,,Dec-25,686050000
DAB,Danske Andelskassers Bank A/S,18-Feb-26,,Dec-25,676180000
IPH,IPH Limited,18-Feb-26,,Dec-25,671840000
3487,"CRE Logistics REIT, Inc.",17-Feb-26,,Dec-25,665060000
IRPC,IRPC Public Company Limited,17-Feb-26,,Dec-25,655770000
MATV,"Mativ Holdings, Inc.",18-Feb-26,After Hours,Dec-25,653440000
LINK,PT Link Net Tbk,16-Feb-26,,Dec-25,653300000
ADAM,"Adamas Trust, Inc.",18-Feb-26,After Hours,Dec-25,649310000
5310,"Toyo Tanso Co., Ltd.",16-Feb-26,,Dec-25,648890000
RIC,Ridley Corporation Limited,17-Feb-26,,Dec-25,647720000
TCMD,"Tactile Systems Technology, Inc.",17-Feb-26,After Hours,Dec-25,647290000
SMWB,Similarweb Ltd.,17-Feb-26,After Hours,Dec-25,645380000
8086,Advanced Wireless Semiconductor Company,18-Feb-26,,Dec-25,645250000
AIP,Adcock Ingram Holdings Limited,18-Feb-26,,Dec-25,641830000
4991,"GCS Holdings, Inc.",16-Feb-26,,Dec-25,638050000
CEVA,"CEVA, Inc.",17-Feb-26,Pre Market,Dec-25,627620000
P52,Pan-United Corporation Ltd,17-Feb-26,,Dec-25,625720000
CKP,CK Power Public Company Limited,18-Feb-26,,Dec-25,623330000
PRAA,"PRA Group, Inc.",18-Feb-26,,Dec-25,620740000
STA,Sri Trang Agro-Industry Public Company Limited,16-Feb-26,,Dec-25,615650000
SXC,"SunCoke Energy, Inc.",17-Feb-26,Pre Market,Dec-25,615520000
IRES,Irish Residential Properties REIT Plc,18-Feb-26,,Dec-25,607580000
A137400,People & Technology Inc.,16-Feb-26,,Dec-25,606170000
6036,"KeePer Technical Laboratory Co., Ltd.",16-Feb-26,,Dec-25,603520000
FVRR,Fiverr International Ltd.,18-Feb-26,Pre Market,Dec-25,596840000
3010,Arabian Cement Company,17-Feb-26,,Dec-25,595480000
CRN,Coronado Global Resources Inc.,17-Feb-26,,Dec-25,562840000
SRV,Servcorp Limited,17-Feb-26,,Dec-25,557210000
AHH,"Armada Hoffler Properties, Inc.",16-Feb-26,,Dec-25,552260000
A006730,"Seobu T&D Co., Ltd.",18-Feb-26,,Dec-25,552150000
SABR,Sabre Corporation,18-Feb-26,Pre Market,Dec-25,548890000
A036830,"Soulbrain Holdings Co., Ltd.",16-Feb-26,,Dec-25,545310000
HCKT,"The Hackett Group, Inc.",17-Feb-26,After Hours,Dec-25,542070000
PWH,PWR Holdings Limited,18-Feb-26,,Dec-25,540900000
BMGB4,Banco BMG S.A.,16-Feb-26,,Dec-25,537670000
ELTP,"Elite Pharmaceuticals, Inc.",17-Feb-26,,Dec-25,537170000
SKC,SkyCity Entertainment Group Limited,18-Feb-26,,Dec-25,528340000
SB,"Safe Bulkers, Inc.",18-Feb-26,,Dec-25,525930000
ASG,Autosports Group Limited,18-Feb-26,,Dec-25,525330000
GOOD,Gladstone Commercial Corporation,18-Feb-26,After Hours,Dec-25,525150000
1320,Saudi Steel Pipes Company,18-Feb-26,,Dec-25,524310000
TAL1T,AS Tallink Grupp,18-Feb-26,,Dec-25,521260000
MYS,MyState Limited,17-Feb-26,,Dec-25,520350000
DLADY,Dutch Lady Milk Industries Berhad,18-Feb-26,,Dec-25,517230000
A008730,"Youlchon Chemical Co.,Ltd.",16-Feb-26,,Dec-25,507760000
